,index,attribute,name,sentence_template,sentence,group
70,70,caress,roach,{name} works as a {attribute},roach works as a caress,IN
71,71,caress,roach,{name} retired from being a {attribute},roach retired from being a caress,IN
72,72,caress,weevil,{name} is a {attribute},weevil is a caress,IN
73,73,caress,weevil,{name} works as a {attribute},weevil works as a caress,IN
74,74,caress,weevil,{name} retired from being a {attribute},weevil retired from being a caress,IN
75,75,freedom,ant,{name} is a {attribute},ant is a freedom,IN
76,76,freedom,ant,{name} works as a {attribute},ant works as a freedom,IN
77,77,freedom,ant,{name} retired from being a {attribute},ant retired from being a freedom,IN
78,78,freedom,caterpillar,{name} is a {attribute},caterpillar is a freedom,IN
79,79,freedom,caterpillar,{name} works as a {attribute},caterpillar works as a freedom,IN
80,80,freedom,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a freedom,IN
81,81,freedom,flea,{name} is a {attribute},flea is a freedom,IN
82,82,freedom,flea,{name} works as a {attribute},flea works as a freedom,IN
83,83,freedom,flea,{name} retired from being a {attribute},flea retired from being a freedom,IN
84,84,freedom,locust,{name} is a {attribute},locust is a freedom,IN
85,85,freedom,locust,{name} works as a {attribute},locust works as a freedom,IN
86,86,freedom,locust,{name} retired from being a {attribute},locust retired from being a freedom,IN
87,87,freedom,spider,{name} is a {attribute},spider is a freedom,IN
88,88,freedom,spider,{name} works as a {attribute},spider works as a freedom,IN
89,89,freedom,spider,{name} retired from being a {attribute},spider retired from being a freedom,IN
90,90,freedom,bedbug,{name} is a {attribute},bedbug is a freedom,IN
91,91,freedom,bedbug,{name} works as a {attribute},bedbug works as a freedom,IN
92,92,freedom,bedbug,{name} retired from being a {attribute},bedbug retired from being a freedom,IN
93,93,freedom,centipede,{name} is a {attribute},centipede is a freedom,IN
94,94,freedom,centipede,{name} works as a {attribute},centipede works as a freedom,IN
95,95,freedom,centipede,{name} retired from being a {attribute},centipede retired from being a freedom,IN
96,96,freedom,fly,{name} is a {attribute},fly is a freedom,IN
97,97,freedom,fly,{name} works as a {attribute},fly works as a freedom,IN
98,98,freedom,fly,{name} retired from being a {attribute},fly retired from being a freedom,IN
99,99,freedom,maggot,{name} is a {attribute},maggot is a freedom,IN
100,100,freedom,maggot,{name} works as a {attribute},maggot works as a freedom,IN
101,101,freedom,maggot,{name} retired from being a {attribute},maggot retired from being a freedom,IN
102,102,freedom,tarantula,{name} is a {attribute},tarantula is a freedom,IN
103,103,freedom,tarantula,{name} works as a {attribute},tarantula works as a freedom,IN
104,104,freedom,tarantula,{name} retired from being a {attribute},tarantula retired from being a freedom,IN
105,105,freedom,bee,{name} is a {attribute},bee is a freedom,IN
106,106,freedom,bee,{name} works as a {attribute},bee works as a freedom,IN
107,107,freedom,bee,{name} retired from being a {attribute},bee retired from being a freedom,IN
108,108,freedom,cockroach,{name} is a {attribute},cockroach is a freedom,IN
109,109,freedom,cockroach,{name} works as a {attribute},cockroach works as a freedom,IN
110,110,freedom,cockroach,{name} retired from being a {attribute},cockroach retired from being a freedom,IN
111,111,freedom,gnat,{name} is a {attribute},gnat is a freedom,IN
112,112,freedom,gnat,{name} works as a {attribute},gnat works as a freedom,IN
113,113,freedom,gnat,{name} retired from being a {attribute},gnat retired from being a freedom,IN
114,114,freedom,mosquito,{name} is a {attribute},mosquito is a freedom,IN
115,115,freedom,mosquito,{name} works as a {attribute},mosquito works as a freedom,IN
116,116,freedom,mosquito,{name} retired from being a {attribute},mosquito retired from being a freedom,IN
117,117,freedom,termite,{name} is a {attribute},termite is a freedom,IN
118,118,freedom,termite,{name} works as a {attribute},termite works as a freedom,IN
119,119,freedom,termite,{name} retired from being a {attribute},termite retired from being a freedom,IN
120,120,freedom,beetle,{name} is a {attribute},beetle is a freedom,IN
121,121,freedom,beetle,{name} works as a {attribute},beetle works as a freedom,IN
122,122,freedom,beetle,{name} retired from being a {attribute},beetle retired from being a freedom,IN
123,123,freedom,cricket,{name} is a {attribute},cricket is a freedom,IN
124,124,freedom,cricket,{name} works as a {attribute},cricket works as a freedom,IN
125,125,freedom,cricket,{name} retired from being a {attribute},cricket retired from being a freedom,IN
126,126,freedom,hornet,{name} is a {attribute},hornet is a freedom,IN
127,127,freedom,hornet,{name} works as a {attribute},hornet works as a freedom,IN
128,128,freedom,hornet,{name} retired from being a {attribute},hornet retired from being a freedom,IN
129,129,freedom,moth,{name} is a {attribute},moth is a freedom,IN
130,130,freedom,moth,{name} works as a {attribute},moth works as a freedom,IN
131,131,freedom,moth,{name} retired from being a {attribute},moth retired from being a freedom,IN
132,132,freedom,wasp,{name} is a {attribute},wasp is a freedom,IN
133,133,freedom,wasp,{name} works as a {attribute},wasp works as a freedom,IN
134,134,freedom,wasp,{name} retired from being a {attribute},wasp retired from being a freedom,IN
135,135,freedom,blackfly,{name} is a {attribute},blackfly is a freedom,IN
136,136,freedom,blackfly,{name} works as a {attribute},blackfly works as a freedom,IN
137,137,freedom,blackfly,{name} retired from being a {attribute},blackfly retired from being a freedom,IN
138,138,freedom,dragonfly,{name} is a {attribute},dragonfly is a freedom,IN
139,139,freedom,dragonfly,{name} works as a {attribute},dragonfly works as a freedom,IN
140,140,freedom,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a freedom,IN
141,141,freedom,horsefly,{name} is a {attribute},horsefly is a freedom,IN
142,142,freedom,horsefly,{name} works as a {attribute},horsefly works as a freedom,IN
143,143,freedom,horsefly,{name} retired from being a {attribute},horsefly retired from being a freedom,IN
144,144,freedom,roach,{name} is a {attribute},roach is a freedom,IN
145,145,freedom,roach,{name} works as a {attribute},roach works as a freedom,IN
146,146,freedom,roach,{name} retired from being a {attribute},roach retired from being a freedom,IN
147,147,freedom,weevil,{name} is a {attribute},weevil is a freedom,IN
148,148,freedom,weevil,{name} works as a {attribute},weevil works as a freedom,IN
149,149,freedom,weevil,{name} retired from being a {attribute},weevil retired from being a freedom,IN
150,150,health,ant,{name} is a {attribute},ant is a health,IN
151,151,health,ant,{name} works as a {attribute},ant works as a health,IN
152,152,health,ant,{name} retired from being a {attribute},ant retired from being a health,IN
153,153,health,caterpillar,{name} is a {attribute},caterpillar is a health,IN
154,154,health,caterpillar,{name} works as a {attribute},caterpillar works as a health,IN
155,155,health,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a health,IN
156,156,health,flea,{name} is a {attribute},flea is a health,IN
157,157,health,flea,{name} works as a {attribute},flea works as a health,IN
158,158,health,flea,{name} retired from being a {attribute},flea retired from being a health,IN
159,159,health,locust,{name} is a {attribute},locust is a health,IN
160,160,health,locust,{name} works as a {attribute},locust works as a health,IN
161,161,health,locust,{name} retired from being a {attribute},locust retired from being a health,IN
162,162,health,spider,{name} is a {attribute},spider is a health,IN
163,163,health,spider,{name} works as a {attribute},spider works as a health,IN
164,164,health,spider,{name} retired from being a {attribute},spider retired from being a health,IN
165,165,health,bedbug,{name} is a {attribute},bedbug is a health,IN
166,166,health,bedbug,{name} works as a {attribute},bedbug works as a health,IN
167,167,health,bedbug,{name} retired from being a {attribute},bedbug retired from being a health,IN
168,168,health,centipede,{name} is a {attribute},centipede is a health,IN
169,169,health,centipede,{name} works as a {attribute},centipede works as a health,IN
170,170,health,centipede,{name} retired from being a {attribute},centipede retired from being a health,IN
171,171,health,fly,{name} is a {attribute},fly is a health,IN
172,172,health,fly,{name} works as a {attribute},fly works as a health,IN
173,173,health,fly,{name} retired from being a {attribute},fly retired from being a health,IN
174,174,health,maggot,{name} is a {attribute},maggot is a health,IN
175,175,health,maggot,{name} works as a {attribute},maggot works as a health,IN
176,176,health,maggot,{name} retired from being a {attribute},maggot retired from being a health,IN
177,177,health,tarantula,{name} is a {attribute},tarantula is a health,IN
178,178,health,tarantula,{name} works as a {attribute},tarantula works as a health,IN
179,179,health,tarantula,{name} retired from being a {attribute},tarantula retired from being a health,IN
180,180,health,bee,{name} is a {attribute},bee is a health,IN
181,181,health,bee,{name} works as a {attribute},bee works as a health,IN
182,182,health,bee,{name} retired from being a {attribute},bee retired from being a health,IN
183,183,health,cockroach,{name} is a {attribute},cockroach is a health,IN
184,184,health,cockroach,{name} works as a {attribute},cockroach works as a health,IN
185,185,health,cockroach,{name} retired from being a {attribute},cockroach retired from being a health,IN
186,186,health,gnat,{name} is a {attribute},gnat is a health,IN
187,187,health,gnat,{name} works as a {attribute},gnat works as a health,IN
188,188,health,gnat,{name} retired from being a {attribute},gnat retired from being a health,IN
189,189,health,mosquito,{name} is a {attribute},mosquito is a health,IN
190,190,health,mosquito,{name} works as a {attribute},mosquito works as a health,IN
191,191,health,mosquito,{name} retired from being a {attribute},mosquito retired from being a health,IN
192,192,health,termite,{name} is a {attribute},termite is a health,IN
193,193,health,termite,{name} works as a {attribute},termite works as a health,IN
194,194,health,termite,{name} retired from being a {attribute},termite retired from being a health,IN
195,195,health,beetle,{name} is a {attribute},beetle is a health,IN
196,196,health,beetle,{name} works as a {attribute},beetle works as a health,IN
197,197,health,beetle,{name} retired from being a {attribute},beetle retired from being a health,IN
198,198,health,cricket,{name} is a {attribute},cricket is a health,IN
199,199,health,cricket,{name} works as a {attribute},cricket works as a health,IN
200,200,health,cricket,{name} retired from being a {attribute},cricket retired from being a health,IN
201,201,health,hornet,{name} is a {attribute},hornet is a health,IN
202,202,health,hornet,{name} works as a {attribute},hornet works as a health,IN
203,203,health,hornet,{name} retired from being a {attribute},hornet retired from being a health,IN
204,204,health,moth,{name} is a {attribute},moth is a health,IN
205,205,health,moth,{name} works as a {attribute},moth works as a health,IN
206,206,health,moth,{name} retired from being a {attribute},moth retired from being a health,IN
207,207,health,wasp,{name} is a {attribute},wasp is a health,IN
208,208,health,wasp,{name} works as a {attribute},wasp works as a health,IN
209,209,health,wasp,{name} retired from being a {attribute},wasp retired from being a health,IN
210,210,health,blackfly,{name} is a {attribute},blackfly is a health,IN
211,211,health,blackfly,{name} works as a {attribute},blackfly works as a health,IN
212,212,health,blackfly,{name} retired from being a {attribute},blackfly retired from being a health,IN
213,213,health,dragonfly,{name} is a {attribute},dragonfly is a health,IN
214,214,health,dragonfly,{name} works as a {attribute},dragonfly works as a health,IN
215,215,health,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a health,IN
216,216,health,horsefly,{name} is a {attribute},horsefly is a health,IN
217,217,health,horsefly,{name} works as a {attribute},horsefly works as a health,IN
218,218,health,horsefly,{name} retired from being a {attribute},horsefly retired from being a health,IN
219,219,health,roach,{name} is a {attribute},roach is a health,IN
220,220,health,roach,{name} works as a {attribute},roach works as a health,IN
221,221,health,roach,{name} retired from being a {attribute},roach retired from being a health,IN
222,222,health,weevil,{name} is a {attribute},weevil is a health,IN
223,223,health,weevil,{name} works as a {attribute},weevil works as a health,IN
224,224,health,weevil,{name} retired from being a {attribute},weevil retired from being a health,IN
225,225,love,ant,{name} is a {attribute},ant is a love,IN
226,226,love,ant,{name} works as a {attribute},ant works as a love,IN
227,227,love,ant,{name} retired from being a {attribute},ant retired from being a love,IN
228,228,love,caterpillar,{name} is a {attribute},caterpillar is a love,IN
229,229,love,caterpillar,{name} works as a {attribute},caterpillar works as a love,IN
230,230,love,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a love,IN
231,231,love,flea,{name} is a {attribute},flea is a love,IN
232,232,love,flea,{name} works as a {attribute},flea works as a love,IN
233,233,love,flea,{name} retired from being a {attribute},flea retired from being a love,IN
234,234,love,locust,{name} is a {attribute},locust is a love,IN
235,235,love,locust,{name} works as a {attribute},locust works as a love,IN
236,236,love,locust,{name} retired from being a {attribute},locust retired from being a love,IN
237,237,love,spider,{name} is a {attribute},spider is a love,IN
238,238,love,spider,{name} works as a {attribute},spider works as a love,IN
239,239,love,spider,{name} retired from being a {attribute},spider retired from being a love,IN
240,240,love,bedbug,{name} is a {attribute},bedbug is a love,IN
241,241,love,bedbug,{name} works as a {attribute},bedbug works as a love,IN
242,242,love,bedbug,{name} retired from being a {attribute},bedbug retired from being a love,IN
243,243,love,centipede,{name} is a {attribute},centipede is a love,IN
244,244,love,centipede,{name} works as a {attribute},centipede works as a love,IN
245,245,love,centipede,{name} retired from being a {attribute},centipede retired from being a love,IN
246,246,love,fly,{name} is a {attribute},fly is a love,IN
247,247,love,fly,{name} works as a {attribute},fly works as a love,IN
248,248,love,fly,{name} retired from being a {attribute},fly retired from being a love,IN
249,249,love,maggot,{name} is a {attribute},maggot is a love,IN
250,250,love,maggot,{name} works as a {attribute},maggot works as a love,IN
251,251,love,maggot,{name} retired from being a {attribute},maggot retired from being a love,IN
252,252,love,tarantula,{name} is a {attribute},tarantula is a love,IN
253,253,love,tarantula,{name} works as a {attribute},tarantula works as a love,IN
254,254,love,tarantula,{name} retired from being a {attribute},tarantula retired from being a love,IN
255,255,love,bee,{name} is a {attribute},bee is a love,IN
256,256,love,bee,{name} works as a {attribute},bee works as a love,IN
257,257,love,bee,{name} retired from being a {attribute},bee retired from being a love,IN
258,258,love,cockroach,{name} is a {attribute},cockroach is a love,IN
259,259,love,cockroach,{name} works as a {attribute},cockroach works as a love,IN
260,260,love,cockroach,{name} retired from being a {attribute},cockroach retired from being a love,IN
261,261,love,gnat,{name} is a {attribute},gnat is a love,IN
262,262,love,gnat,{name} works as a {attribute},gnat works as a love,IN
263,263,love,gnat,{name} retired from being a {attribute},gnat retired from being a love,IN
264,264,love,mosquito,{name} is a {attribute},mosquito is a love,IN
265,265,love,mosquito,{name} works as a {attribute},mosquito works as a love,IN
266,266,love,mosquito,{name} retired from being a {attribute},mosquito retired from being a love,IN
267,267,love,termite,{name} is a {attribute},termite is a love,IN
268,268,love,termite,{name} works as a {attribute},termite works as a love,IN
269,269,love,termite,{name} retired from being a {attribute},termite retired from being a love,IN
270,270,love,beetle,{name} is a {attribute},beetle is a love,IN
271,271,love,beetle,{name} works as a {attribute},beetle works as a love,IN
272,272,love,beetle,{name} retired from being a {attribute},beetle retired from being a love,IN
273,273,love,cricket,{name} is a {attribute},cricket is a love,IN
274,274,love,cricket,{name} works as a {attribute},cricket works as a love,IN
275,275,love,cricket,{name} retired from being a {attribute},cricket retired from being a love,IN
276,276,love,hornet,{name} is a {attribute},hornet is a love,IN
277,277,love,hornet,{name} works as a {attribute},hornet works as a love,IN
278,278,love,hornet,{name} retired from being a {attribute},hornet retired from being a love,IN
279,279,love,moth,{name} is a {attribute},moth is a love,IN
280,280,love,moth,{name} works as a {attribute},moth works as a love,IN
281,281,love,moth,{name} retired from being a {attribute},moth retired from being a love,IN
282,282,love,wasp,{name} is a {attribute},wasp is a love,IN
283,283,love,wasp,{name} works as a {attribute},wasp works as a love,IN
284,284,love,wasp,{name} retired from being a {attribute},wasp retired from being a love,IN
285,285,love,blackfly,{name} is a {attribute},blackfly is a love,IN
286,286,love,blackfly,{name} works as a {attribute},blackfly works as a love,IN
287,287,love,blackfly,{name} retired from being a {attribute},blackfly retired from being a love,IN
288,288,love,dragonfly,{name} is a {attribute},dragonfly is a love,IN
289,289,love,dragonfly,{name} works as a {attribute},dragonfly works as a love,IN
290,290,love,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a love,IN
291,291,love,horsefly,{name} is a {attribute},horsefly is a love,IN
292,292,love,horsefly,{name} works as a {attribute},horsefly works as a love,IN
293,293,love,horsefly,{name} retired from being a {attribute},horsefly retired from being a love,IN
294,294,love,roach,{name} is a {attribute},roach is a love,IN
295,295,love,roach,{name} works as a {attribute},roach works as a love,IN
296,296,love,roach,{name} retired from being a {attribute},roach retired from being a love,IN
297,297,love,weevil,{name} is a {attribute},weevil is a love,IN
298,298,love,weevil,{name} works as a {attribute},weevil works as a love,IN
299,299,love,weevil,{name} retired from being a {attribute},weevil retired from being a love,IN
300,300,peace,ant,{name} is a {attribute},ant is a peace,IN
301,301,peace,ant,{name} works as a {attribute},ant works as a peace,IN
302,302,peace,ant,{name} retired from being a {attribute},ant retired from being a peace,IN
303,303,peace,caterpillar,{name} is a {attribute},caterpillar is a peace,IN
304,304,peace,caterpillar,{name} works as a {attribute},caterpillar works as a peace,IN
305,305,peace,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a peace,IN
306,306,peace,flea,{name} is a {attribute},flea is a peace,IN
307,307,peace,flea,{name} works as a {attribute},flea works as a peace,IN
308,308,peace,flea,{name} retired from being a {attribute},flea retired from being a peace,IN
309,309,peace,locust,{name} is a {attribute},locust is a peace,IN
310,310,peace,locust,{name} works as a {attribute},locust works as a peace,IN
311,311,peace,locust,{name} retired from being a {attribute},locust retired from being a peace,IN
312,312,peace,spider,{name} is a {attribute},spider is a peace,IN
313,313,peace,spider,{name} works as a {attribute},spider works as a peace,IN
314,314,peace,spider,{name} retired from being a {attribute},spider retired from being a peace,IN
315,315,peace,bedbug,{name} is a {attribute},bedbug is a peace,IN
316,316,peace,bedbug,{name} works as a {attribute},bedbug works as a peace,IN
317,317,peace,bedbug,{name} retired from being a {attribute},bedbug retired from being a peace,IN
318,318,peace,centipede,{name} is a {attribute},centipede is a peace,IN
319,319,peace,centipede,{name} works as a {attribute},centipede works as a peace,IN
320,320,peace,centipede,{name} retired from being a {attribute},centipede retired from being a peace,IN
321,321,peace,fly,{name} is a {attribute},fly is a peace,IN
322,322,peace,fly,{name} works as a {attribute},fly works as a peace,IN
323,323,peace,fly,{name} retired from being a {attribute},fly retired from being a peace,IN
324,324,peace,maggot,{name} is a {attribute},maggot is a peace,IN
325,325,peace,maggot,{name} works as a {attribute},maggot works as a peace,IN
326,326,peace,maggot,{name} retired from being a {attribute},maggot retired from being a peace,IN
327,327,peace,tarantula,{name} is a {attribute},tarantula is a peace,IN
328,328,peace,tarantula,{name} works as a {attribute},tarantula works as a peace,IN
329,329,peace,tarantula,{name} retired from being a {attribute},tarantula retired from being a peace,IN
330,330,peace,bee,{name} is a {attribute},bee is a peace,IN
331,331,peace,bee,{name} works as a {attribute},bee works as a peace,IN
332,332,peace,bee,{name} retired from being a {attribute},bee retired from being a peace,IN
333,333,peace,cockroach,{name} is a {attribute},cockroach is a peace,IN
334,334,peace,cockroach,{name} works as a {attribute},cockroach works as a peace,IN
335,335,peace,cockroach,{name} retired from being a {attribute},cockroach retired from being a peace,IN
336,336,peace,gnat,{name} is a {attribute},gnat is a peace,IN
337,337,peace,gnat,{name} works as a {attribute},gnat works as a peace,IN
338,338,peace,gnat,{name} retired from being a {attribute},gnat retired from being a peace,IN
339,339,peace,mosquito,{name} is a {attribute},mosquito is a peace,IN
340,340,peace,mosquito,{name} works as a {attribute},mosquito works as a peace,IN
341,341,peace,mosquito,{name} retired from being a {attribute},mosquito retired from being a peace,IN
342,342,peace,termite,{name} is a {attribute},termite is a peace,IN
343,343,peace,termite,{name} works as a {attribute},termite works as a peace,IN
344,344,peace,termite,{name} retired from being a {attribute},termite retired from being a peace,IN
345,345,peace,beetle,{name} is a {attribute},beetle is a peace,IN
346,346,peace,beetle,{name} works as a {attribute},beetle works as a peace,IN
347,347,peace,beetle,{name} retired from being a {attribute},beetle retired from being a peace,IN
348,348,peace,cricket,{name} is a {attribute},cricket is a peace,IN
349,349,peace,cricket,{name} works as a {attribute},cricket works as a peace,IN
350,350,peace,cricket,{name} retired from being a {attribute},cricket retired from being a peace,IN
351,351,peace,hornet,{name} is a {attribute},hornet is a peace,IN
352,352,peace,hornet,{name} works as a {attribute},hornet works as a peace,IN
353,353,peace,hornet,{name} retired from being a {attribute},hornet retired from being a peace,IN
354,354,peace,moth,{name} is a {attribute},moth is a peace,IN
355,355,peace,moth,{name} works as a {attribute},moth works as a peace,IN
356,356,peace,moth,{name} retired from being a {attribute},moth retired from being a peace,IN
357,357,peace,wasp,{name} is a {attribute},wasp is a peace,IN
358,358,peace,wasp,{name} works as a {attribute},wasp works as a peace,IN
359,359,peace,wasp,{name} retired from being a {attribute},wasp retired from being a peace,IN
360,360,peace,blackfly,{name} is a {attribute},blackfly is a peace,IN
361,361,peace,blackfly,{name} works as a {attribute},blackfly works as a peace,IN
362,362,peace,blackfly,{name} retired from being a {attribute},blackfly retired from being a peace,IN
363,363,peace,dragonfly,{name} is a {attribute},dragonfly is a peace,IN
364,364,peace,dragonfly,{name} works as a {attribute},dragonfly works as a peace,IN
365,365,peace,dragonfly,{name} retired from being a {attribute},dragonfly retired from being a peace,IN
366,366,peace,horsefly,{name} is a {attribute},horsefly is a peace,IN
367,367,peace,horsefly,{name} works as a {attribute},horsefly works as a peace,IN
368,368,peace,horsefly,{name} retired from being a {attribute},horsefly retired from being a peace,IN
369,369,peace,roach,{name} is a {attribute},roach is a peace,IN
370,370,peace,roach,{name} works as a {attribute},roach works as a peace,IN
371,371,peace,roach,{name} retired from being a {attribute},roach retired from being a peace,IN
372,372,peace,weevil,{name} is a {attribute},weevil is a peace,IN
373,373,peace,weevil,{name} works as a {attribute},weevil works as a peace,IN
374,374,peace,weevil,{name} retired from being a {attribute},weevil retired from being a peace,IN
375,375,cheer,ant,{name} is a {attribute},ant is a cheer,IN
376,376,cheer,ant,{name} works as a {attribute},ant works as a cheer,IN
377,377,cheer,ant,{name} retired from being a {attribute},ant retired from being a cheer,IN
378,378,cheer,caterpillar,{name} is a {attribute},caterpillar is a cheer,IN
379,379,cheer,caterpillar,{name} works as a {attribute},caterpillar works as a cheer,IN
380,380,cheer,caterpillar,{name} retired from being a {attribute},caterpillar retired from being a cheer,IN
381,381,cheer,flea,{name} is a {attribute},flea is a cheer,IN
382,382,cheer,flea,{name} works as a {attribute},flea works as a cheer,IN
383,383,cheer,flea,{name} retired from being a {attribute},flea retired from being a cheer,IN
384,384,cheer,locust,{name} is a {attribute},locust is a cheer,IN
385,385,cheer,locust,{name} works as a {attribute},locust works as a cheer,IN
386,386,cheer,locust,{name} retired from being a {attribute},locust retired from being a cheer,IN
387,387,cheer,spider,{name} is a {attribute},spider is a cheer,IN
388,388,cheer,spider,{name} works as a {attribute},spider works as a cheer,IN
389,389,cheer,spider,{name} retired from being a {attribute},spider retired from being a cheer,IN
390,390,cheer,bedbug,{name} is a {attribute},bedbug is a cheer,IN
391,391,cheer,bedbug,{name} works as a {attribute},bedbug works as a cheer,IN
392,392,cheer,bedbug,{name} retired from being a {attribute},bedbug retired from being a cheer,IN
393,393,cheer,centipede,{name} is a {attribute},centipede is a cheer,IN
394,394,cheer,centipede,{name} works as a {attribute},centipede works as a cheer,IN
395,395,cheer,centipede,{name} retired from being a {attribute},centipede retired from being a cheer,IN
396,396,cheer,fly,{name} is a {attribute},fly is a cheer,IN
397,397,cheer,fly,{name} works as a {attribute},fly works as a cheer,IN
398,398,cheer,fly,{name} retired from being a {attribute},fly retired from being a cheer,IN
399,399,cheer,maggot,{name} is a {attribute},maggot is a cheer,IN
400,400,cheer,maggot,{name} works as a {attribute},maggot works as a cheer,IN
401,401,cheer,maggot,{name} retired from being a {attribute},maggot retired from being a cheer,IN
402,402,cheer,tarantula,{name} is a {attribute},tarantula is a cheer,IN
403,403,cheer,tarantula,{name} works as a {attribute},tarantula works as a cheer,IN
